Issue key,Issue id,Parent id,Project key,Project name,Project type,Project lead,Project description,Project url,Custom field (Epic Name),Issue Type,Priority,Summary,Assignee,Custom field (Squad),Custom field (Team),Status,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Resolution,Custom field (Story Points)
EFDDH-322,7404616,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,Low,ARF223:Build:  223 XFM_OUT views for dbt -for RLS,kummarip,Black Panther Core,,Story Done,BP: EFDDH Sprint 4,BP: EFDDH Sprint 5,BP: EFDDH Sprint 6,,,,,,,,,,,,,,,,Done,3
EFDDH-321,7404605,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,Low,ARF223:Build: Check DGCP views for RegDH highend date requirement related objects to confirm that they are usable and meet the purpose,unaavag,Black Panther Core,,Backlog,BP: EFDDH Sprint 3,BP: EFDDH Sprint 4,BP: EFDDH Sprint 5,BP: EFDDH Sprint 6,BP: EFDDH Sprint 7,BP: EFDDH Sprint 8,BP: EFDDH Sprint 9,BP: EFDDH Sprint 10,BP: EFDDH Sprint 11,BP: EFDDH Sprint 12,BP: EFDDH Sprint 13,BP: EFDDH Sprint 14,BP: EFDDH Sprint 15,BP: EFDDH Sprint 16,BP: EFDDH Sprint 17,BP: EFDDH Sprint 18,BP: EFDDH Sprint 19,,,5
EFDDH-320,7401890,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,Low,"ARF223:Build:  223 -XFM_OUT category ""NA""  to start running linting, formatting and execute for creation in bq",xavierl,Black Panther Core,,Story Done,BP: EFDDH Sprint 4,BP: EFDDH Sprint 5,,,,,,,,,,,,,,,,,Done,5
EFDDH-319,7399822,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,High,ARF223:Sourcing: Add new members to DGCP prod & dev,chenc33,Black Panther Core,,Story Done,BP: EFDDH Sprint 3,BP: EFDDH Sprint 4,BP: EFDDH Sprint 5,,,,,,,,,,,,,,,,Done,2
EFDDH-318,7398623,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,High,"ARF223:Framework: 223 -missing CAD SQLs(IFC, SRC IN/OUT)  to be investigated and make them ready",dabkea,Black Panther Core,,Story Done,BP: EFDDH Sprint 3,BP: EFDDH Sprint 4,BP: EFDDH Sprint 5,,,,,,,,,,,,,,,,Done,3
EFDDH-317,7398239,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,High,RBAC Binding : Table Level Iam Binding Module,mahajaa4,Black Panther Core,,Story Done,BP: EFDDH Sprint 3,BP: EFDDH Sprint 4,BP: EFDDH Sprint 5,,,,,,,,,,,,,,,,Done,3
EFDDH-316,7398180,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,Medium,Complete and Submit CRMA,bvineeth,Black Panther Core,,Story Done,BP: EFDDH Sprint 5,BP: EFDDH Sprint 6,,,,,,,,,,,,,,,,,Done,3
EFDDH-315,7397290,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,High,ARF223:BRS: PIHAU history requirements confirmation ,nagavels,Black Panther Core,,Story Done,BP: EFDDH Sprint 3,BP: EFDDH Sprint 4,BP: EFDDH Sprint 5,,,,,,,,,,,,,,,,Done,5
EFDDH-314,7397289,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,High,"ARF223:BRS: IFC, SRC - On Prem RegDH Layers description and details documentation",nagavels,Black Panther Core,,Story Done,BP: EFDDH Sprint 3,BP: EFDDH Sprint 4,BP: EFDDH Sprint 5,BP: EFDDH Sprint 6,BP: EFDDH Sprint 7,,,,,,,,,,,,,,Done,5
EFDDH-313,7395809,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,High,ARF223:Framework: Framework changes to create INS sql files,dabkea,Black Panther Core,,Story Done,BP: EFDDH Sprint 3,BP: EFDDH Sprint 4,BP: EFDDH Sprint 5,BP: EFDDH Sprint 6,BP: EFDDH Sprint 7,,,,,,,,,,,,,,Done,1
EFDDH-312,7395807,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,High,ARF223:Framework: DBT Accelerator C# fixes,dabkea,Black Panther Core,,Story Done,BP: EFDDH Sprint 3,BP: EFDDH Sprint 4,BP: EFDDH Sprint 5,BP: EFDDH Sprint 6,,,,,,,,,,,,,,,Done,1
EFDDH-311,7395161,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,Low,ARF223:Build: Update the Conversion Status Page,chenc33,Black Panther Core,,Story Done,BP: EFDDH Sprint 5,,,,,,,,,,,,,,,,,,Done,2
EFDDH-310,7390068,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,Low,ARF223:Build:  223 XFM_OUT views impacting XFM INs for CDP changes and UT for AD,geesalan,Black Panther Core,,Story Done,BP: EFDDH Sprint 4,BP: EFDDH Sprint 5,,,,,,,,,,,,,,,,,Done,3
EFDDH-308,7385185,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,Low,ARF223:Build:  223 XFM_OUT views for dbt -for PSGL and Creditlens ,kummarip,Black Panther Core,,Story Done,BP: EFDDH Sprint 4,BP: EFDDH Sprint 5,BP: EFDDH Sprint 6,,,,,,,,,,,,,,,,Done,3
EFDDH-307,7385176,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,High,ARF223:Build: get CLVR and Procs for the gcp team,kummarip,Black Panther Core,,Story Done,BP: EFDDH Sprint 3,BP: EFDDH Sprint 4,BP: EFDDH Sprint 5,,,,,,,,,,,,,,,,Done,1
EFDDH-306,7382938,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,Low,ARF223:Build:  POC - DBT Materialization ,jillelam,Black Panther Core,,Story Done,BP: EFDDH Sprint 4,BP: EFDDH Sprint 5,,,,,,,,,,,,,,,,,Done,5
EFDDH-305,7382494,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,High,ARF223: Checking CLVR Python Code Compatibility,chenc33,Black Panther Core,,Story Done,BP: EFDDH Sprint 3,BP: EFDDH Sprint 4,BP: EFDDH Sprint 5,BP: EFDDH Sprint 6,,,,,,,,,,,,,,,Done,3
EFDDH-304,7381817,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,High,ARF223:Framework: 223 specific - CLVR python and PROC analysis on how to implement in GCP,dabkea,Black Panther Core,,Backlog,BP: EFDDH Sprint 3,BP: EFDDH Sprint 4,,,,,,,,,,,,,,,,,,3
EFDDH-303,7381814,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,High,ARF223:Framework: 223 specific - CLVR python  and PROC requirements for content and process ,dabkea,Black Panther Core,,Story Done,BP: EFDDH Sprint 3,BP: EFDDH Sprint 4,BP: EFDDH Sprint 5,BP: EFDDH Sprint 6,,,,,,,,,,,,,,,Done,1
EFDDH-302,7381381,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,Low,ARF223:Compliance: DM for 223,singhn26,Black Panther Core,,Story Done,BP: EFDDH Sprint 3,BP: EFDDH Sprint 4,BP: EFDDH Sprint 5,BP: EFDDH Sprint 6,BP: EFDDH Sprint 7,BP: EFDDH Sprint 8,BP: EFDDH Sprint 9,BP: EFDDH Sprint 10,BP: EFDDH Sprint 11,BP: EFDDH Sprint 12,,,,,,,,,Done,5
EFDDH-301,7381373,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,Low,ARF223:Build:  223  macros to be created for UDFs,xavierl,Black Panther Core,,Story Done,BP: EFDDH Sprint 4,BP: EFDDH Sprint 5,,,,,,,,,,,,,,,,,Done,5
EFDDH-300,7381370,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,Low,ARF223:Build:  223 XFM_OUT views impacting XFM INs  changes and UT for AD,dabkea,Black Panther Core,,Story Done,BP: EFDDH Sprint 4,BP: EFDDH Sprint 5,,,,,,,,,,,,,,,,,Done,3
EFDDH-299,7381363,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,High,ARF223:Framework: 223 specific - in sheet to be fixed for filters ,dabkea,Black Panther Core,,Story Done,BP: EFDDH Sprint 3,BP: EFDDH Sprint 4,BP: EFDDH Sprint 5,,,,,,,,,,,,,,,,Done,3
EFDDH-297,7381135,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,Low,ARF223:Build:  223  XFTs  - DBT models create via materialisation ,xavierl,Black Panther Core,,Story Done,BP: EFDDH Sprint 4,BP: EFDDH Sprint 5,BP: EFDDH Sprint 6,,,,,,,,,,,,,,,,Done,3
EFDDH-295,7377307,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,Low,ARF223:Build:  223 -XFM_T and CNF_T DMLs consolidation and documentation ,geesalan,Black Panther Core,,Story Done,BP: EFDDH Sprint 4,BP: EFDDH Sprint 5,,,,,,,,,,,,,,,,,Done,3
EFDDH-294,7377301,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,High,ARF223:Sourcing: Extract DMLs from Bteqs ,chenc33,Black Panther Core,,Story Done,BP: EFDDH Sprint 3,BP: EFDDH Sprint 4,BP: EFDDH Sprint 5,,,,,,,,,,,,,,,,Done,5
EFDDH-293,7376909,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,Low,ARF223:Build: 223 - geenrate SQLs for DMLs from fw,dabkea,Black Panther Core,,Backlog,,,,,,,,,,,,,,,,,,,,3
EFDDH-292,7376467,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,High,High level design and Documentation for Job control framework,mahajaa4,,,Story Done,BP: EFDDH Sprint 5,BP: EFDDH Sprint 6,,,,,,,,,,,,,,,,,Done,5
EFDDH-291,7376462,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,Highest,Initial analysis of Job control framework ,mahajaa4,,,Story Done,BP: EFDDH Sprint 5,BP: EFDDH Sprint 6,,,,,,,,,,,,,,,,,Done,3
EFDDH-290,7376054,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,Low,Tag Based composer pipeline to sync dag factory config and other data for ST and SIT,,,,Backlog,,,,,,,,,,,,,,,,,,,,3
EFDDH-289,7376044,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,Low,All CI Pipelines to have logging of the checks in the Github PR itself,,,,Backlog,,,,,,,,,,,,,,,,,,,,4
EFDDH-288,7376038,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,Low,Dynamically update the new container image tag in the dag factory,mahajaa4,,,Backlog,BP: EFDDH Sprint 7,BP: EFDDH Sprint 9,,,,,,,,,,,,,,,,,,2
EFDDH-287,7376029,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,Low, Integrating Codefresh with Vault to dynamically fetch secrets & Update Existing Pipelines ,,,,Backlog,,,,,,,,,,,,,,,,,,,,3
EFDDH-286,7375971,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,Low,Fetch DBT packages from Artifactory instead  of GitHub Repositories.,,,,Backlog,,,,,,,,,,,,,,,,,,,,3
EFDDH-285,7374759,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,Low,Platform : DBTCTL- Continuous Deployment (CD) to create Artifactory packages and manage versioning.,,Black Panther Core,,Backlog,,,,,,,,,,,,,,,,,,,,3
EFDDH-284,7374746,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,Low,DBTCTL Utility to enable Continuous Integration (CI),,Black Panther Core,,Backlog,,,,,,,,,,,,,,,,,,,,3
EFDDH-283,7374733,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,Low,Terraform Code Documentation Automation- Infra Repository using Terraform-Docs,,Black Panther Core,,Backlog,,,,,,,,,,,,,,,,,,,,3
EFDDH-282,7374717,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,Low,Platform: CICD : Tag based Infra Repo deployments for the ST and SIT Environment,kuberr,Black Panther Core,,Story Done,BP: EFDDH Sprint 5,BP: EFDDH Sprint 6,,,,,,,,,,,,,,,,,Done,3
EFDDH-281,7374707,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,Low,IAAC Repo to have Continuous Deployment for Development Environment,,Black Panther Core,,Backlog,,,,,,,,,,,,,,,,,,,,2
EFDDH-280,7374699,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,Low,"Platform: Controls/IAM: Finalise the Naming Standards, Update code and add validations",mahajaa4,Black Panther Core,,To Do,BP: EFDDH Sprint 6,BP: EFDDH Sprint 7,BP: EFDDH Sprint 8,BP: EFDDH Sprint 9,BP: EFDDH Sprint 10,BP: EFDDH Sprint 12,,,,,,,,,,,,,,3
EFDDH-279,7374256,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,Low,Platform: Add IAM Module to IAAC Repo for Binding Existing BigQuery Datasets,mahajaa4,Black Panther Core,,Story Done,BP: EFDDH Sprint 5,,,,,,,,,,,,,,,,,,Done,2
EFDDH-278,7369179,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,High,ARF223: Add NP Access for Team Member,chenc33,Black Panther Core,,Story Done,BP: EFDDH Sprint 3,BP: EFDDH Sprint 4,,,,,,,,,,,,,,,,,Done,2
EFDDH-277,7364344,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,High,Platform: CICD: ci automation for dbctl,manyerel,Black Panther Core,,Story Done,BP: EFDDH Sprint 2,BP: EFDDH Sprint 3,BP: EFDDH Sprint 4,BP: EFDDH Sprint 5,BP: EFDDH Sprint 6,BP: EFDDH Sprint 7,,,,,,,,,,,,,Done,3
EFDDH-276,7364326,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,High,ARF223:Sourcing: History Data requirements consolidation ,kummarip,Black Panther Core,,Story Done,BP: EFDDH Sprint 3,BP: EFDDH Sprint 4,BP: EFDDH Sprint 5,,,,,,,,,,,,,,,,Done,5
EFDDH-273,7359124,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,High,"Platform: CICD: ST,SIT env setup with required services",mahajaa4,Black Panther Core,,Story Done,BP: EFDDH Sprint 3,BP: EFDDH Sprint 4,,,,,,,,,,,,,,,,,Done,5
EFDDH-271,7359114,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,High,ARF223:Sourcing: Access for DGCP PROD env for identified datasets,chenc33,Black Panther Core,,Story Done,BP: EFDDH Sprint 3,BP: EFDDH Sprint 4,BP: EFDDH Sprint 5,,,,,,,,,,,,,,,,Done,5
EFDDH-270,7358628,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,Low,ARF223:Build:  223 XFM_IN views changes and UT for MJ,jillelam,Black Panther Core,,Story Done,BP: EFDDH Sprint 4,BP: EFDDH Sprint 5,,,,,,,,,,,,,,,,,Done,3
EFDDH-267,7358621,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,Low,ARF223:Build:  223 XFM_IN views changes and UT for LX,xavierl,Black Panther Core,,Story Done,BP: EFDDH Sprint 4,BP: EFDDH Sprint 5,,,,,,,,,,,,,,,,,Done,3
EFDDH-266,7358619,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,Low,ARF223:Build:  223 XFM_IN views changes and UT for AD,dabkea,Black Panther Core,,Story Done,BP: EFDDH Sprint 4,BP: EFDDH Sprint 5,,,,,,,,,,,,,,,,,Done,3
EFDDH-265,7358611,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,High,ARF223:Build: IFC views manual creation for 223 - additional ones on top of PTY POC,xavierl,Black Panther Core,,Story Done,BP: EFDDH Sprint 4,,,,,,,,,,,,,,,,,,Done,3
EFDDH-263,7358603,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,High,ARF223:Build: IFC views additional columns etc via macro or custom materialisation  ,dabkea,Black Panther Core,,Backlog,BP: EFDDH Sprint 5,,,,,,,,,,,,,,,,,,,3
EFDDH-262,7355861,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,High,ARF223:Build: control M jobs for 223 to be finalised with the list,kummarip,Black Panther Core,,Story Done,BP: EFDDH Sprint 3,BP: EFDDH Sprint 4,,,,,,,,,,,,,,,,,Done,2
EFDDH-260,7352606,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,High,Framework:Build: Verify DBT Models SRC to SRC_OUT and push to git,dabkea,Black Panther Core,,Story Done,BP: EFDDH Sprint 4,,,,,,,,,,,,,,,,,,Done,5
EFDDH-258,7345613,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,High,ARF223:Build: IFCs missing - to be created ,xavierl,Black Panther Core,,Story Done,BP: EFDDH Sprint 4,,,,,,,,,,,,,,,,,,Done,5
EFDDH-257,7345605,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,High,Framework:Build: run Sqlfluff to format and fix errors,dabkea,Black Panther Core,,Story Done,BP: EFDDH Sprint 4,,,,,,,,,,,,,,,,,,Done,2
EFDDH-256,7344984,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,High,ARF223:Build: 223 - Ref Data source tables analysis and load ,kummarip,Black Panther Core,,Story Done,BP: EFDDH Sprint 3,BP: EFDDH Sprint 4,,,,,,,,,,,,,,,,,Done,3
EFDDH-255,7344972,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,Low,ARF223:Framework: 223 -FLAT SQLs output to be generated in BQ and DBT models,dabkea,Black Panther Core,,Story Done,BP: EFDDH Sprint 3,BP: EFDDH Sprint 4,BP: EFDDH Sprint 8,BP: EFDDH Sprint 9,BP: EFDDH Sprint 10,BP: EFDDH Sprint 11,BP: EFDDH Sprint 12,,,,,,,,,,,,Done,5
EFDDH-253,7344292,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,High,Framework: Convert 223 SQLs into DBT compatible with necessary syntaxes (BQ SQLs to DBT),kakkarn,Black Panther Core,,Story Done,BP: EFDDH Sprint 4,,,,,,,,,,,,,,,,,,Done,1
EFDDH-252,7344288,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,High,Framework: Remove prefix of database name for all 223 SQLs for CAD  and share with Nitin ,dabkea,Black Panther Core,,Story Done,BP: EFDDH Sprint 4,,,,,,,,,,,,,,,,,,Done,1
EFDDH-224,7339857,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,High,Platform: RBAC: Access for SIT SA for DGCP for identified datasets,kuberr,Black Panther Core,,Story Done,BP: EFDDH Sprint 3,BP: EFDDH Sprint 4,BP: EFDDH Sprint 5,BP: EFDDH Sprint 6,,,,,,,,,,,,,,,Done,1
EFDDH-223,7339845,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,High,Platform: CICD: Doc Update DBTCTL to make it python utility ,manyerel,Black Panther Core,,Story Done,BP: EFDDH Sprint 2,BP: EFDDH Sprint 3,BP: EFDDH Sprint 4,BP: EFDDH Sprint 5,,,,,,,,,,,,,,,Done,1
EFDDH-220,7331711,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,High,Platform: CICD: Orchestration for POC PTY pipeline with the DBT components and yaml ,mahajaa4,Black Panther Core,,Story Done,BP: EFDDH Sprint 3,BP: EFDDH Sprint 4,,,,,,,,,,,,,,,,,Done,5
EFDDH-219,7331693,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,High,Platform: CICD: Migration to infra repo for  GCS resources,mahajaa4,Black Panther Core,,Story Done,BP: EFDDH Sprint 3,BP: EFDDH Sprint 4,,,,,,,,,,,,,,,,,Done,5
EFDDH-218,7331686,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,High,Platform:CICD: Review of 174 and 182 ,mahajaa4,Black Panther Core,,Story Done,BP: EFDDH Sprint 0,BP: EFDDH Sprint 1,BP: EFDDH Sprint 2,BP: EFDDH Sprint 3,BP: EFDDH Sprint 4,,,,,,,,,,,,,,Done,1
EFDDH-217,7331660,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,High,CLONE - ARF223:Build : Python changes in framework to covert TD to BQ specific  XFM,dabkea,Black Panther Core,,Backlog,BP: EFDDH Sprint 2,BP: EFDDH Sprint 3,,,,,,,,,,,,,,,,,,5
EFDDH-216,7331432,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,High,ARF223:Build: REF (all 223)- src files from regDH load into GCS and untill XFM_OUT,xavierl,Black Panther Core,,Story Done,BP: EFDDH Sprint 4,,,,,,,,,,,,,,,,,,Done,5
EFDDH-215,7331419,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,High,Framework:: Additional SQLs for new SRC CODE ,dabkea,Black Panther Core,,Story Done,BP: EFDDH Sprint 4,,,,,,,,,,,,,,,,,,Done,2
EFDDH-214,7330563,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,High,ARF223:Sourcing: Source file load frequency and REF load process and steps from on prem,kummarip,Black Panther Core,,Story Done,BP: EFDDH Sprint 3,BP: EFDDH Sprint 4,BP: EFDDH Sprint 5,BP: EFDDH Sprint 6,BP: EFDDH Sprint 7,,,,,,,,,,,,,,Done,3
EFDDH-213,7330562,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,High,"ARF223:Sourcing: For PTY entity- Consolidate all source files, REF data, source of REF data, control M job schedules ",kummarip,Black Panther Core,,Story Done,BP: EFDDH Sprint 3,BP: EFDDH Sprint 4,,,,,,,,,,,,,,,,,Done,3
EFDDH-209,7326064,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,High,ARF223:Build: 223- Data Sourcing consolidation and update documentation ,chenc33,Black Panther Core,,Story Done,BP: EFDDH Sprint 3,BP: EFDDH Sprint 4,,,,,,,,,,,,,,,,,Done,5
EFDDH-208,7325838,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,High,ARF223:Build: Counts for estimation for ARF 223,kummarip,Black Panther Core,,Story Done,BP: EFDDH Sprint 3,BP: EFDDH Sprint 4,,,,,,,,,,,,,,,,,Done,3
EFDDH-207,7316586,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,High,Platform:CICD: SQLpluff,kuberr,Black Panther Core,,Story Done,BP: EFDDH Sprint 0,BP: EFDDH Sprint 1,BP: EFDDH Sprint 2,BP: EFDDH Sprint 3,BP: EFDDH Sprint 4,,,,,,,,,,,,,,Done,1
EFDDH-204,7309543,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,High,Platform: RBAC: Non PROD - GMS - SWG onboarding - prerequisite for us to implement fine grain access control.Few access request would rrequired to be raised ,raja19,Black Panther Core,,Story Done,BP: EFDDH Sprint 1,BP: EFDDH Sprint 2,BP: EFDDH Sprint 3,BP: EFDDH Sprint 4,BP: EFDDH Sprint 5,BP: EFDDH Sprint 6,,,,,,,,,,,,,Done,1
EFDDH-203,7298080,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,High,ARF223:Build: CLZZ - file requirements for 223,kummarip,Black Panther Core,,Story Done,BP: EFDDH Sprint 3,BP: EFDDH Sprint 4,BP: EFDDH Sprint 5,BP: EFDDH Sprint 6,,,,,,,,,,,,,,,Done,5
EFDDH-202,7297948,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,High,ARF223:Build: Orchestration requirements for PROD and DEV ,kummarip,Black Panther Core,,To Do,BP: EFDDH Sprint 3,BP: EFDDH Sprint 4,BP: EFDDH Sprint 5,BP: EFDDH Sprint 6,BP: EFDDH Sprint 7,,,,,,,,,,,,,,,5
EFDDH-199,7289951,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,High,ARF223:Build: IFC views update to align TD specific names and columns etc,xavierl,Black Panther Core,,Story Done,BP: EFDDH Sprint 0,BP: EFDDH Sprint 1,BP: EFDDH Sprint 2,BP: EFDDH Sprint 3,,,,,,,,,,,,,,,Done,5
EFDDH-198,7289872,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,High,"ARF223:Build: IFC views manual conversion to make changes to column names, schema, control columns etc ",kummarip,Black Panther Core,,Story Done,BP: EFDDH Sprint 3,,,,,,,,,,,,,,,,,,Done,2
EFDDH-196,7289654,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,High,Platform: CICD: Smart Commit Integration with Jira,manyerel,Black Panther Core,,Story Done,BP: EFDDH Sprint 3,BP: EFDDH Sprint 4,,,,,,,,,,,,,,,,,Done,5
EFDDH-195,7289652,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,High,Platform: CICD: Fintech Validation CI Check.,,Black Panther Core,,Backlog,BP: EFDDH Sprint 3,BP: EFDDH Sprint 4,,,,,,,,,,,,,,,,,,5
EFDDH-194,7289650,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,High,Platform: CICD: Create the terraform Infra Pipeline CI Pipeline,mahajaa4,Black Panther Core,,Story Done,BP: EFDDH Sprint 3,BP: EFDDH Sprint 4,BP: EFDDH Sprint 5,,,,,,,,,,,,,,,,Done,4
EFDDH-193,7289649,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,Highest,Platform: CICD: Stiching DataHub CICD Pipeline for multi Env DEV-ST-SIT-PROD,mahajaa4,Black Panther Core,,Story Done,BP: EFDDH Sprint 3,BP: EFDDH Sprint 4,BP: EFDDH Sprint 5,BP: EFDDH Sprint 6,,,,,,,,,,,,,,,Done,3
EFDDH-192,7289646,,EFDDH,Enterprise Finance and Data Domain Data hub ,software,kummarip,{testMod=true},,,Story,High,Platform: RBAC: RBAC PIPELINE for GMS -non prod,kuberr,Black Panther Core,,Story Done,BP: EFDDH Sprint 3,BP: EFDDH Sprint 4,BP: EFDDH Sprint 6,,,,,,,,,,,,,,,,Done,1
